mask,bbdc3,bbdc4
2023 07 20 11 26 00.000,14.5,16.530001
2023 07 20 11 27 00.000,14.5,16.49
2023 07 20 11 28 00.000,14.48,16.469999
2023 07 20 11 29 00.000,14.48,16.49
2023 07 20 11 30 00.000,14.48,16.49
2023 07 20 11 31 00.000,14.48,16.48
2023 07 20 11 32 00.000,14.52,16.48
2023 07 20 11 33 00.000,14.52,16.48
2023 07 20 11 34 00.000,14.52,16.49
2023 07 20 11 35 00.000,14.52,16.51
2023 07 20 11 36 00.000,14.53,16.49
2023 07 20 11 37 00.000,14.54,16.49
2023 07 20 11 38 00.000,14.54,16.48
2023 07 20 11 39 00.000,14.54,16.5
2023 07 20 11 40 00.000,14.49,16.450001
2023 07 20 11 41 00.000,14.49,16.48
2023 07 20 11 42 00.000,14.49,16.49
2023 07 20 11 43 00.000,14.49,16.48
2023 07 20 11 44 00.000,14.49,16.49
2023 07 20 11 45 00.000,14.49,16.49
2023 07 20 11 46 00.000,14.49,16.49
2023 07 20 11 47 00.000,14.52,16.48
2023 07 20 11 48 00.000,14.52,16.48
2023 07 20 11 49 00.000,14.52,16.49
2023 07 20 11 50 00.000,14.52,16.48
2023 07 20 11 51 00.000,14.52,16.49
2023 07 20 11 52 00.000,14.52,16.48
2023 07 20 11 53 00.000,14.52,16.48
2023 07 20 11 54 00.000,14.52,16.49
2023 07 20 11 55 00.000,14.52,16.49
2023 07 20 11 56 00.000,14.52,16.48
2023 07 20 11 57 00.000,14.52,16.49
2023 07 20 11 58 00.000,14.52,16.52
2023 07 20 11 59 00.000,14.52,16.49
2023 07 20 12 00 00.000,14.52,16.5
2023 07 20 12 01 00.000,14.52,16.52
2023 07 20 12 02 00.000,14.52,16.530001
2023 07 20 12 03 00.000,14.52,16.530001
2023 07 20 12 04 00.000,14.52,16.51
2023 07 20 12 05 00.000,14.56,16.48
2023 07 20 12 06 00.000,14.56,16.48
2023 07 20 12 07 00.000,14.56,16.51
2023 07 20 12 08 00.000,14.56,16.52
2023 07 20 12 09 00.000,14.6,16.51
2023 07 20 12 10 00.000,14.6,16.530001
2023 07 20 12 11 00.000,14.6,16.549999
2023 07 20 12 12 00.000,14.6,16.57
2023 07 20 12 13 00.000,14.6,16.58
2023 07 20 12 14 00.000,14.6,16.549999
2023 07 20 12 15 00.000,14.6,16.549999
2023 07 20 12 16 00.000,14.6,16.57
2023 07 20 12 17 00.000,14.6,16.549999
2023 07 20 12 18 00.000,14.6,16.549999
2023 07 20 12 19 00.000,14.6,16.51
2023 07 20 12 20 00.000,14.6,16.52
2023 07 20 12 21 00.000,14.6,16.52
2023 07 20 12 22 00.000,14.6,16.52
2023 07 20 12 23 00.000,14.6,16.530001
2023 07 20 12 24 00.000,14.6,16.51
2023 07 20 12 25 00.000,14.6,16.52
2023 07 20 12 26 00.000,14.6,16.51
2023 07 20 12 27 00.000,14.6,16.52
2023 07 20 12 28 00.000,14.56,16.52
2023 07 20 12 29 00.000,14.56,16.51
2023 07 20 12 30 00.000,14.56,16.49
2023 07 20 12 31 00.000,14.56,16.51
2023 07 20 12 32 00.000,14.56,16.51
2023 07 20 12 33 00.000,14.56,16.49
2023 07 20 12 34 00.000,14.56,16.48
2023 07 20 12 35 00.000,14.56,16.48
2023 07 20 12 36 00.000,14.56,16.469999
2023 07 20 12 37 00.000,14.56,16.469999
2023 07 20 12 38 00.000,14.51,16.469999
2023 07 20 12 39 00.000,14.51,16.469999
2023 07 20 12 40 00.000,14.51,16.48
2023 07 20 12 41 00.000,14.51,16.48
2023 07 20 12 42 00.000,14.51,16.49
2023 07 20 12 43 00.000,14.51,16.48
2023 07 20 12 44 00.000,14.51,16.48
2023 07 20 12 45 00.000,14.51,16.469999
2023 07 20 12 46 00.000,14.51,16.469999
2023 07 20 12 47 00.000,14.51,16.48
2023 07 20 12 48 00.000,14.51,16.459999
2023 07 20 12 49 00.000,14.51,16.459999
2023 07 20 12 50 00.000,14.51,16.48
2023 07 20 12 51 00.000,14.51,16.48
2023 07 20 12 52 00.000,14.51,16.469999
2023 07 20 12 53 00.000,14.51,16.48
2023 07 20 12 54 00.000,14.54,16.469999
2023 07 20 12 55 00.000,14.55,16.48
2023 07 20 12 56 00.000,14.55,16.48
2023 07 20 12 57 00.000,14.55,16.49
2023 07 20 12 58 00.000,14.55,16.5
2023 07 20 12 59 00.000,14.55,16.49
2023 07 20 13 00 00.000,14.55,16.49
2023 07 20 13 01 00.000,14.55,16.48
2023 07 20 13 02 00.000,14.55,16.49
2023 07 20 13 03 00.000,14.56,16.48
2023 07 20 13 04 00.000,14.55,16.469999
2023 07 20 13 05 00.000,14.55,16.48
2023 07 20 13 06 00.000,14.55,16.469999
2023 07 20 13 07 00.000,14.55,16.469999
2023 07 20 13 08 00.000,14.55,16.48
2023 07 20 13 09 00.000,14.55,16.48
2023 07 20 13 10 00.000,14.55,16.48
2023 07 20 13 11 00.000,14.55,16.469999
2023 07 20 13 12 00.000,14.55,16.469999
2023 07 20 13 13 00.000,14.55,16.48
2023 07 20 13 14 00.000,14.55,16.48
2023 07 20 13 15 00.000,14.55,16.49
2023 07 20 13 16 00.000,14.55,16.48
2023 07 20 13 17 00.000,14.55,16.48
2023 07 20 13 18 00.000,14.55,16.469999
2023 07 20 13 19 00.000,14.55,16.469999
2023 07 20 13 20 00.000,14.55,16.469999
2023 07 20 13 21 00.000,14.55,16.469999
2023 07 20 13 22 00.000,14.55,16.459999
2023 07 20 13 23 00.000,14.55,16.459999
2023 07 20 13 24 00.000,14.55,16.469999
2023 07 20 13 25 00.000,14.55,16.469999
2023 07 20 13 26 00.000,14.55,16.469999
2023 07 20 13 27 00.000,14.55,16.469999
2023 07 20 13 28 00.000,14.55,16.469999
2023 07 20 13 29 00.000,14.55,16.469999
2023 07 20 13 30 00.000,14.55,16.469999
2023 07 20 13 31 00.000,14.55,16.469999
2023 07 20 13 32 00.000,14.55,16.469999
2023 07 20 13 33 00.000,14.55,16.459999
2023 07 20 13 34 00.000,14.55,16.469999
2023 07 20 13 35 00.000,14.55,16.469999
2023 07 20 13 36 00.000,14.55,16.450001
2023 07 20 13 37 00.000,14.55,16.450001
2023 07 20 13 38 00.000,14.55,16.469999
2023 07 20 13 39 00.000,14.55,16.450001
2023 07 20 13 40 00.000,14.55,16.459999
2023 07 20 13 41 00.000,14.54,16.450001
2023 07 20 13 42 00.000,14.54,16.440001
2023 07 20 13 43 00.000,14.53,16.450001
2023 07 20 13 44 00.000,14.52,16.42
2023 07 20 13 45 00.000,14.52,16.42
2023 07 20 13 46 00.000,14.53,16.42
2023 07 20 13 47 00.000,14.53,16.43
2023 07 20 13 48 00.000,14.53,16.41
2023 07 20 13 49 00.000,14.53,16.42
2023 07 20 13 50 00.000,14.53,16.42
2023 07 20 13 51 00.000,14.53,16.43
2023 07 20 13 52 00.000,14.53,16.450001
2023 07 20 13 53 00.000,14.53,16.440001
2023 07 20 13 54 00.000,14.53,16.440001
2023 07 20 13 55 00.000,14.53,16.450001
2023 07 20 13 56 00.000,14.53,16.440001
2023 07 20 13 57 00.000,14.53,16.42
2023 07 20 13 58 00.000,14.53,16.440001
2023 07 20 13 59 00.000,14.53,16.440001
2023 07 20 14 00 00.000,14.53,16.440001
2023 07 20 14 01 00.000,14.53,16.440001
2023 07 20 14 02 00.000,14.53,16.440001
2023 07 20 14 03 00.000,14.53,16.450001
2023 07 20 14 04 00.000,14.53,16.450001
2023 07 20 14 05 00.000,14.53,16.450001
2023 07 20 14 06 00.000,14.53,16.450001
2023 07 20 14 07 00.000,14.53,16.459999
2023 07 20 14 08 00.000,14.54,16.450001
2023 07 20 14 09 00.000,14.54,16.459999
2023 07 20 14 10 00.000,14.54,16.450001
2023 07 20 14 11 00.000,14.54,16.450001
2023 07 20 14 12 00.000,14.54,16.450001
2023 07 20 14 13 00.000,14.54,16.450001
2023 07 20 14 14 00.000,14.54,16.450001
2023 07 20 14 15 00.000,14.54,16.450001
2023 07 20 14 16 00.000,14.54,16.450001
2023 07 20 14 17 00.000,14.54,16.450001
2023 07 20 14 18 00.000,14.54,16.450001
2023 07 20 14 19 00.000,14.54,16.459999
2023 07 20 14 20 00.000,14.54,16.450001
2023 07 20 14 21 00.000,14.56,16.450001
2023 07 20 14 22 00.000,14.56,16.450001
2023 07 20 14 23 00.000,14.56,16.450001
2023 07 20 14 24 00.000,14.56,16.459999
2023 07 20 14 25 00.000,14.56,16.450001
2023 07 20 14 26 00.000,14.56,16.440001
2023 07 20 14 27 00.000,14.56,16.440001
2023 07 20 14 28 00.000,14.56,16.440001
2023 07 20 14 29 00.000,14.56,16.440001
2023 07 20 14 30 00.000,14.56,16.440001
2023 07 20 14 31 00.000,14.56,16.440001
2023 07 20 14 32 00.000,14.56,16.440001
2023 07 20 14 33 00.000,14.56,16.440001
2023 07 20 14 34 00.000,14.56,16.440001
2023 07 20 14 35 00.000,14.56,16.440001
2023 07 20 14 36 00.000,14.56,16.440001
2023 07 20 14 37 00.000,14.56,16.440001
2023 07 20 14 38 00.000,14.56,16.440001
2023 07 20 14 39 00.000,14.56,16.440001
2023 07 20 14 40 00.000,14.56,16.440001
2023 07 20 14 41 00.000,14.56,16.440001
2023 07 20 14 42 00.000,14.56,16.440001
2023 07 20 14 43 00.000,14.56,16.440001
2023 07 20 14 44 00.000,14.56,16.440001
2023 07 20 14 45 00.000,14.56,16.440001
2023 07 20 14 46 00.000,14.56,16.440001
2023 07 20 14 47 00.000,14.54,16.440001
2023 07 20 14 48 00.000,14.54,16.440001
2023 07 20 14 49 00.000,14.54,16.440001
2023 07 20 14 50 00.000,14.54,16.440001
2023 07 20 14 51 00.000,14.54,16.43
2023 07 20 14 52 00.000,14.54,16.43
2023 07 20 14 53 00.000,14.54,16.43
2023 07 20 14 54 00.000,14.54,16.43
2023 07 20 14 55 00.000,14.54,16.43
2023 07 20 14 56 00.000,14.54,16.450001
2023 07 20 14 57 00.000,14.54,16.440001
2023 07 20 14 58 00.000,14.54,16.43
2023 07 20 14 59 00.000,14.54,16.43
2023 07 20 15 00 00.000,14.54,16.440001
2023 07 20 15 01 00.000,14.54,16.43
2023 07 20 15 02 00.000,14.55,16.43
2023 07 20 15 03 00.000,14.54,16.43
2023 07 20 15 04 00.000,14.54,16.43
2023 07 20 15 05 00.000,14.54,16.43
2023 07 20 15 06 00.000,14.54,16.440001
2023 07 20 15 07 00.000,14.54,16.43
2023 07 20 15 08 00.000,14.54,16.450001
2023 07 20 15 09 00.000,14.54,16.450001
2023 07 20 15 10 00.000,14.57,16.450001
2023 07 20 15 11 00.000,14.57,16.450001
2023 07 20 15 12 00.000,14.57,16.450001
2023 07 20 15 13 00.000,14.57,16.459999
2023 07 20 15 14 00.000,14.59,16.450001
2023 07 20 15 15 00.000,14.59,16.450001
2023 07 20 15 16 00.000,14.59,16.459999
2023 07 20 15 17 00.000,14.59,16.459999
2023 07 20 15 18 00.000,14.59,16.459999
2023 07 20 15 19 00.000,14.6,16.459999
2023 07 20 15 20 00.000,14.6,16.469999
2023 07 20 15 21 00.000,14.6,16.450001
2023 07 20 15 22 00.000,14.6,16.450001
2023 07 20 15 23 00.000,14.6,16.450001
2023 07 20 15 24 00.000,14.6,16.450001
2023 07 20 15 25 00.000,14.6,16.450001
2023 07 20 15 26 00.000,14.6,16.450001
2023 07 20 15 27 00.000,14.6,16.450001
2023 07 20 15 28 00.000,14.59,16.450001
2023 07 20 15 29 00.000,14.58,16.450001
2023 07 20 15 30 00.000,14.58,16.450001
2023 07 20 15 31 00.000,14.6,16.450001
2023 07 20 15 32 00.000,14.6,16.450001
2023 07 20 15 33 00.000,14.6,16.450001
2023 07 20 15 34 00.000,14.6,16.450001
2023 07 20 15 35 00.000,14.6,16.450001
2023 07 20 15 36 00.000,14.6,16.450001
2023 07 20 15 37 00.000,14.6,16.440001
2023 07 20 15 38 00.000,14.6,16.440001
2023 07 20 15 39 00.000,14.6,16.440001
2023 07 20 15 40 00.000,14.6,16.440001
2023 07 20 15 41 00.000,14.6,16.450001
2023 07 20 15 42 00.000,14.6,16.450001
2023 07 20 15 43 00.000,14.6,16.450001
2023 07 20 15 44 00.000,14.6,16.440001
2023 07 20 15 45 00.000,14.6,16.450001
2023 07 20 15 46 00.000,14.6,16.450001
2023 07 20 15 47 00.000,14.6,16.450001
2023 07 20 15 48 00.000,14.6,16.450001
2023 07 20 15 49 00.000,14.6,16.469999
2023 07 20 15 50 00.000,14.6,16.48
2023 07 20 15 51 00.000,14.6,16.459999
2023 07 20 15 52 00.000,14.6,16.459999
2023 07 20 15 53 00.000,14.6,16.469999
2023 07 20 15 54 00.000,14.6,16.459999
2023 07 20 15 55 00.000,14.6,16.48
2023 07 20 15 56 00.000,14.6,16.459999
2023 07 20 15 57 00.000,14.6,16.459999
2023 07 20 15 58 00.000,14.6,16.469999
2023 07 20 15 59 00.000,14.6,16.469999
2023 07 20 16 00 00.000,14.6,16.469999
2023 07 20 16 01 00.000,14.6,16.469999
2023 07 20 16 02 00.000,14.6,16.48
2023 07 20 16 03 00.000,14.6,16.48
2023 07 20 16 04 00.000,14.6,16.459999
2023 07 20 16 05 00.000,14.6,16.450001
2023 07 20 16 06 00.000,14.6,16.459999
2023 07 20 16 07 00.000,14.6,16.459999
2023 07 20 16 08 00.000,14.6,16.469999
2023 07 20 16 09 00.000,14.6,16.459999
2023 07 20 16 10 00.000,14.6,16.459999
2023 07 20 16 11 00.000,14.6,16.459999
2023 07 20 16 12 00.000,14.6,16.469999
2023 07 20 16 13 00.000,14.6,16.469999
2023 07 20 16 14 00.000,14.6,16.459999
2023 07 20 16 15 00.000,14.6,16.459999
2023 07 20 16 16 00.000,14.6,16.459999
2023 07 20 16 17 00.000,14.6,16.459999
2023 07 20 16 18 00.000,14.6,16.469999
2023 07 20 16 19 00.000,14.6,16.469999
2023 07 20 16 20 00.000,14.62,16.469999
2023 07 20 16 21 00.000,14.62,16.469999
2023 07 20 16 22 00.000,14.62,16.49
2023 07 20 16 23 00.000,14.62,16.49
2023 07 20 16 24 00.000,14.64,16.48
2023 07 20 16 25 00.000,14.64,16.51
2023 07 20 16 26 00.000,14.64,16.5
2023 07 20 16 27 00.000,14.64,16.5
2023 07 20 16 28 00.000,14.64,16.5
2023 07 20 16 29 00.000,14.64,16.51
2023 07 20 16 30 00.000,14.64,16.530001
2023 07 20 16 31 00.000,14.67,16.51
2023 07 20 16 32 00.000,14.67,16.52
2023 07 20 16 33 00.000,14.67,16.540001
2023 07 20 16 34 00.000,14.67,16.57
2023 07 20 16 35 00.000,14.67,16.559999
2023 07 20 16 36 00.000,14.67,16.549999
2023 07 20 16 37 00.000,14.67,16.549999
2023 07 20 16 38 00.000,14.67,16.540001
2023 07 20 16 39 00.000,14.67,16.540001
2023 07 20 16 40 00.000,14.67,16.530001
2023 07 20 16 41 00.000,14.67,16.549999
2023 07 20 16 42 00.000,14.65,16.549999
2023 07 20 16 43 00.000,14.67,16.58
2023 07 20 16 44 00.000,14.67,16.57
2023 07 20 16 45 00.000,14.67,16.559999
2023 07 20 16 46 00.000,14.67,16.58
2023 07 20 16 47 00.000,14.67,16.57
2023 07 20 16 48 00.000,14.67,16.559999
2023 07 20 16 49 00.000,14.67,16.559999
2023 07 20 16 50 00.000,14.67,16.58
2023 07 20 16 51 00.000,14.67,16.559999
2023 07 20 16 52 00.000,14.67,16.549999
2023 07 20 16 53 00.000,14.66,16.530001
2023 07 20 16 54 00.000,14.66,16.549999
2023 07 20 17 07 00.000,14.66,16.52
2023 07 21 10 02 00.000,14.66,16.6
2023 07 21 10 03 00.000,14.75,16.6
2023 07 21 10 04 00.000,14.76,16.610001
2023 07 21 10 05 00.000,14.76,16.620001
2023 07 21 10 06 00.000,14.74,16.629999
2023 07 21 10 07 00.000,14.74,16.620001
2023 07 21 10 08 00.000,14.74,16.629999
2023 07 21 10 09 00.000,14.74,16.6
2023 07 21 10 10 00.000,14.72,16.6
2023 07 21 10 11 00.000,14.72,16.6
2023 07 21 10 12 00.000,14.72,16.6
2023 07 21 10 13 00.000,14.73,16.620001
2023 07 21 10 14 00.000,14.73,16.620001
2023 07 21 10 15 00.000,14.73,16.65
2023 07 21 10 16 00.000,14.79,16.68
2023 07 21 10 17 00.000,14.79,16.68
2023 07 21 10 18 00.000,14.79,16.68
2023 07 21 10 19 00.000,14.79,16.709999
2023 07 21 10 20 00.000,14.79,16.73
2023 07 21 10 21 00.000,14.85,16.719999
2023 07 21 10 22 00.000,14.84,16.709999
2023 07 21 10 23 00.000,14.87,16.75
2023 07 21 10 24 00.000,14.87,16.74
2023 07 21 10 25 00.000,14.88,16.76
2023 07 21 10 26 00.000,14.88,16.75
2023 07 21 10 27 00.000,14.91,16.780001
2023 07 21 10 28 00.000,14.9,16.77
2023 07 21 10 29 00.000,14.91,16.790001
2023 07 21 10 30 00.000,14.91,16.76
2023 07 21 10 31 00.000,14.93,16.74
2023 07 21 10 32 00.000,14.88,16.74
2023 07 21 10 33 00.000,14.88,16.719999
2023 07 21 10 34 00.000,14.88,16.719999
2023 07 21 10 35 00.000,14.86,16.719999
2023 07 21 10 36 00.000,14.86,16.719999
2023 07 21 10 37 00.000,14.87,16.719999
2023 07 21 10 38 00.000,14.87,16.719999
2023 07 21 10 39 00.000,14.86,16.719999
2023 07 21 10 40 00.000,14.85,16.690001
2023 07 21 10 41 00.000,14.85,16.719999
2023 07 21 10 42 00.000,14.85,16.74
2023 07 21 10 43 00.000,14.85,16.74
2023 07 21 10 44 00.000,14.85,16.709999
2023 07 21 10 45 00.000,14.84,16.73
2023 07 21 10 46 00.000,14.84,16.73
2023 07 21 10 47 00.000,14.85,16.74
2023 07 21 10 48 00.000,14.86,16.73
2023 07 21 10 49 00.000,14.86,16.73
2023 07 21 10 50 00.000,14.84,16.709999
2023 07 21 10 51 00.000,14.83,16.709999
2023 07 21 10 52 00.000,14.86,16.77
2023 07 21 10 53 00.000,14.89,16.76
2023 07 21 10 54 00.000,14.89,16.77
2023 07 21 10 55 00.000,14.9,16.77
2023 07 21 10 56 00.000,14.93,16.809999
2023 07 21 10 57 00.000,14.92,16.780001
2023 07 21 10 58 00.000,14.92,16.799999
2023 07 21 10 59 00.000,14.89,16.799999
2023 07 21 11 00 00.000,14.91,16.809999
2023 07 21 11 01 00.000,14.91,16.77
2023 07 21 11 02 00.000,14.88,16.780001
2023 07 21 11 03 00.000,14.89,16.809999
2023 07 21 11 04 00.000,14.93,16.84
2023 07 21 11 05 00.000,14.9,16.799999
2023 07 21 11 06 00.000,14.91,16.790001
2023 07 21 11 07 00.000,14.92,16.799999
2023 07 21 11 08 00.000,14.9,16.790001
2023 07 21 11 09 00.000,14.91,16.790001
2023 07 21 11 10 00.000,14.91,16.799999
2023 07 21 11 11 00.000,14.91,16.799999
2023 07 21 11 12 00.000,14.93,16.799999
2023 07 21 11 13 00.000,14.93,16.799999
2023 07 21 11 14 00.000,14.92,16.790001
2023 07 21 11 15 00.000,14.93,16.83
2023 07 21 11 16 00.000,14.94,16.84
2023 07 21 11 17 00.000,14.95,16.84
2023 07 21 11 18 00.000,14.96,16.85
2023 07 21 11 19 00.000,14.95,16.84
2023 07 21 11 20 00.000,14.96,16.85
2023 07 21 11 21 00.000,14.96,16.85
2023 07 21 11 22 00.000,14.96,16.860001
2023 07 21 11 23 00.000,14.96,16.85
2023 07 21 11 24 00.000,14.94,16.83
2023 07 21 11 25 00.000,14.94,16.82
2023 07 21 11 26 00.000,14.95,16.83
2023 07 21 11 27 00.000,14.95,16.84
2023 07 21 11 28 00.000,14.94,16.84
2023 07 21 11 29 00.000,14.94,16.84
2023 07 21 11 30 00.000,14.94,16.85
2023 07 21 11 31 00.000,14.92,16.85
2023 07 21 11 32 00.000,14.92,16.84
2023 07 21 11 33 00.000,14.92,16.85
2023 07 21 11 34 00.000,14.93,16.85
2023 07 21 11 35 00.000,14.93,16.85
2023 07 21 11 36 00.000,14.92,16.84
2023 07 21 11 37 00.000,14.93,16.84
2023 07 21 11 38 00.000,14.93,16.85
2023 07 21 11 39 00.000,14.93,16.870001
2023 07 21 11 40 00.000,14.94,16.870001
2023 07 21 11 41 00.000,14.94,16.870001
2023 07 21 11 42 00.000,14.94,16.870001
2023 07 21 11 43 00.000,14.93,16.85
2023 07 21 11 44 00.000,14.92,16.85
2023 07 21 11 45 00.000,14.94,16.84
2023 07 21 11 46 00.000,14.94,16.85
2023 07 21 11 47 00.000,14.93,16.860001
2023 07 21 11 48 00.000,14.95,16.879999
2023 07 21 11 49 00.000,14.94,16.879999
2023 07 21 11 50 00.000,14.97,16.92
2023 07 21 11 51 00.000,14.98,16.91
2023 07 21 11 52 00.000,14.98,16.92
2023 07 21 11 53 00.000,14.98,16.889999
2023 07 21 11 54 00.000,14.96,16.9
2023 07 21 11 55 00.000,14.96,16.9
2023 07 21 11 56 00.000,14.95,16.9
2023 07 21 11 57 00.000,14.95,16.9
2023 07 21 11 58 00.000,14.95,16.889999
2023 07 21 11 59 00.000,14.94,16.889999
2023 07 21 12 00 00.000,14.94,16.889999
2023 07 21 12 01 00.000,14.96,16.92
2023 07 21 12 02 00.000,14.97,16.93
2023 07 21 12 03 00.000,14.97,16.92
2023 07 21 12 04 00.000,14.97,16.91
2023 07 21 12 05 00.000,14.97,16.92
2023 07 21 12 06 00.000,14.98,16.969999
2023 07 21 12 07 00.000,14.98,16.969999
2023 07 21 12 08 00.000,14.98,16.969999
2023 07 21 12 09 00.000,14.99,16.969999
2023 07 21 12 10 00.000,14.99,16.98
2023 07 21 12 11 00.000,14.99,16.98
2023 07 21 12 12 00.000,14.99,16.98
2023 07 21 12 13 00.000,15,16.969999
2023 07 21 12 14 00.000,15,16.99
2023 07 21 12 15 00.000,15.02,16.99
2023 07 21 12 16 00.000,15.02,17
2023 07 21 12 17 00.000,15.03,17.01
2023 07 21 12 18 00.000,15.04,17.030001
2023 07 21 12 19 00.000,15.03,17.030001
2023 07 21 12 20 00.000,15.03,17.02
2023 07 21 12 21 00.000,15.02,17.02
2023 07 21 12 22 00.000,15.03,17.02
2023 07 21 12 23 00.000,15.03,17.01
2023 07 21 12 24 00.000,15.03,17.02
2023 07 21 12 25 00.000,15.03,17.02
2023 07 21 12 26 00.000,15.03,17.01
2023 07 21 12 27 00.000,15.01,17
2023 07 21 12 28 00.000,15.01,17.01
2023 07 21 12 29 00.000,15,17.01
2023 07 21 12 30 00.000,15.01,17.02
2023 07 21 12 31 00.000,15.01,17.01
2023 07 21 12 32 00.000,15.01,17.02
2023 07 21 12 33 00.000,15.01,17.040001
2023 07 21 12 34 00.000,15.03,17.049999
2023 07 21 12 35 00.000,15.03,17.02
2023 07 21 12 36 00.000,15.01,17.02
2023 07 21 12 37 00.000,14.99,17.02
2023 07 21 12 38 00.000,15,17.030001
2023 07 21 12 39 00.000,15.01,17.040001
2023 07 21 12 40 00.000,15.01,17.040001
2023 07 21 12 41 00.000,15.02,17.040001
2023 07 21 12 42 00.000,15.02,17.040001
2023 07 21 12 43 00.000,15.02,17.040001
2023 07 21 12 44 00.000,15.03,17.059999
2023 07 21 12 45 00.000,15.03,17.040001
2023 07 21 12 46 00.000,15.03,17.049999
2023 07 21 12 47 00.000,15.01,17.049999
2023 07 21 12 48 00.000,15.02,17.030001
2023 07 21 12 49 00.000,15.02,17.030001
2023 07 21 12 50 00.000,15.01,17.030001
2023 07 21 12 51 00.000,15,17.030001
2023 07 21 12 52 00.000,15,17.030001
2023 07 21 12 53 00.000,15.01,17.030001
2023 07 21 12 54 00.000,15.01,17.02
2023 07 21 12 55 00.000,15.01,17.02
2023 07 21 12 56 00.000,14.99,17.01
2023 07 21 12 57 00.000,14.99,17.02
2023 07 21 12 58 00.000,15,17.030001
2023 07 21 12 59 00.000,15,17.030001
2023 07 21 13 00 00.000,15.01,17.040001
2023 07 21 13 01 00.000,15.01,17.030001
2023 07 21 13 02 00.000,15.01,17.030001
2023 07 21 13 03 00.000,15,17.02
2023 07 21 13 04 00.000,15,17.01
2023 07 21 13 05 00.000,14.99,17.02
2023 07 21 13 06 00.000,14.99,17.01
2023 07 21 13 07 00.000,14.99,17.02
2023 07 21 13 08 00.000,14.99,17.02
2023 07 21 13 09 00.000,14.98,17.01
2023 07 21 13 10 00.000,14.99,17.01
2023 07 21 13 11 00.000,14.99,17
2023 07 21 13 12 00.000,14.99,17
2023 07 21 13 13 00.000,14.99,16.99
2023 07 21 13 14 00.000,15,16.99
2023 07 21 13 15 00.000,15,17
2023 07 21 13 16 00.000,14.99,17
2023 07 21 13 17 00.000,15,16.99
2023 07 21 13 18 00.000,15.01,16.99
2023 07 21 13 19 00.000,15.02,16.98
2023 07 21 13 20 00.000,15.02,16.969999
2023 07 21 13 21 00.000,15.01,16.98
2023 07 21 13 22 00.000,15.01,16.969999
2023 07 21 13 23 00.000,15.02,16.98
2023 07 21 13 24 00.000,15.02,16.99
2023 07 21 13 25 00.000,15.02,16.99
2023 07 21 13 26 00.000,15.02,16.98
2023 07 21 13 27 00.000,15.02,16.969999
2023 07 21 13 28 00.000,15.01,16.98
2023 07 21 13 29 00.000,15.01,16.98
2023 07 21 13 30 00.000,15.02,16.98
2023 07 21 13 31 00.000,15.02,16.98
2023 07 21 13 32 00.000,15.02,17
2023 07 21 13 33 00.000,15.02,16.98
2023 07 21 13 34 00.000,15.02,16.969999
2023 07 21 13 35 00.000,15.02,16.98
2023 07 21 13 36 00.000,15.01,16.98
2023 07 21 13 37 00.000,15.02,16.99
2023 07 21 13 38 00.000,15.02,16.99
2023 07 21 13 39 00.000,15.03,16.98
2023 07 21 13 40 00.000,15.03,17
2023 07 21 13 41 00.000,15.03,17
2023 07 21 13 42 00.000,15.02,17
2023 07 21 13 43 00.000,15.02,17
2023 07 21 13 44 00.000,15.03,17.01
2023 07 21 13 45 00.000,15.03,17
2023 07 21 13 46 00.000,15.03,17
2023 07 21 13 47 00.000,15.03,17
2023 07 21 13 48 00.000,15.03,17
2023 07 21 13 49 00.000,15.03,17
2023 07 21 13 50 00.000,15.03,17
2023 07 21 13 51 00.000,15.02,17
2023 07 21 13 52 00.000,15.02,17.01
2023 07 21 13 53 00.000,15.03,17.01
2023 07 21 13 54 00.000,15.04,17.01
2023 07 21 13 55 00.000,15.04,17.01
2023 07 21 13 56 00.000,15.04,17.01
2023 07 21 13 57 00.000,15.04,17.01
2023 07 21 13 58 00.000,15.04,17
2023 07 21 13 59 00.000,15.04,17.01
2023 07 21 14 00 00.000,15.03,17.01
2023 07 21 14 01 00.000,15.03,17.02
2023 07 21 14 02 00.000,15.03,17.02
2023 07 21 14 03 00.000,15.03,17
2023 07 21 14 04 00.000,15.03,17.01
2023 07 21 14 05 00.000,15.03,17.01
2023 07 21 14 06 00.000,15.03,17.02
2023 07 21 14 07 00.000,15.03,17.02
2023 07 21 14 08 00.000,15.03,17.02
2023 07 21 14 09 00.000,15.02,17.02
2023 07 21 14 10 00.000,15.02,17.02
2023 07 21 14 11 00.000,15.02,17.02
2023 07 21 14 12 00.000,14.99,17.01
2023 07 21 14 13 00.000,14.99,17.01
2023 07 21 14 14 00.000,14.98,17
2023 07 21 14 15 00.000,14.98,17.01
2023 07 21 14 16 00.000,14.98,17.01
2023 07 21 14 17 00.000,14.98,17.01
2023 07 21 14 18 00.000,14.99,17.01
2023 07 21 14 19 00.000,14.99,17.01
2023 07 21 14 20 00.000,14.99,17.02
2023 07 21 14 21 00.000,14.99,17
2023 07 21 14 22 00.000,14.99,16.98
2023 07 21 14 23 00.000,14.99,16.98
2023 07 21 14 24 00.000,14.99,16.98
2023 07 21 14 25 00.000,14.99,16.99
2023 07 21 14 26 00.000,14.97,16.99
2023 07 21 14 27 00.000,14.97,16.98
2023 07 21 14 28 00.000,14.97,16.98
2023 07 21 14 29 00.000,14.97,16.98
